Inwoner, huishouden en woninggegevens per postcode, peildatum 1 januari 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Definitieve gegevens, versie 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum: 17 februari 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Betekenis -99 997 =  '0 - 4 / geheim';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Inwoners;;;;;;;;;;;Huishouden;;;;;;Woning;;;;;;;;;;;;;;;Sociale Zekerheid
;Totaal;Geslacht;;Leeftijdklassen;;;;;Herkomst;;;Totaal;Samenstelling;;;;Grootte;Totaal;Bouwperiode;;;;;;;;Type;;Eigendom;;In gebruik;Waarde;Totaal uitkeringen
Postcode;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse
achtergond";"Westerse
migratie
achtergrond";"Niet-westerse
migratie
achtergrond";Totaal;Eenpersoons;"Meerpersoons 
zonder kinderen";Eenouder;Tweeouder;Huishoudgrootte;Totaal;voor 1945;1945 tot 1965;1965 tot 1975;1975 tot 1985;1985 tot 1995;1995 tot 2005;2005 tot 2015;2015 en later;Meergezins;Koopwoning;Huurwoning;Huurcoporatie;Niet bewoond;"WOZ-waarde
woning";"Personen met WW, Bijstand en/of AO uitkering
Beneden AOW-leeftijd"
1066CD;30;15;15;-99997;-99997;10;10;5;70;20;-99997;10;-99997;-99997;-99997;-99997;2,5;15;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;50;50;-99997;-99997;570;-99997
1066CE;65;35;30;15;-99997;15;15;15;70;10;20;30;10;10;-99997;10;2,3;20;5;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;727;-99997
1066CG;30;15;15;-99997;5;-99997;10;10;90;-99997;-99997;15;-99997;5;-99997;-99997;2,2;15;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;80;-99997;-99997;-99997;400;-99997
1066CH;50;25;25;5;-99997;10;20;10;80;10;-99997;20;5;5;-99997;10;2,4;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;399;-99997
1066CJ;35;20;15;5;5;5;15;5;80;-99997;-99997;15;5;5;-99997;-99997;2,1;15;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;80;-99997;-99997;-99997;470;-99997
1066CK;25;15;10;-99997;-99997;-99997;10;-99997;100;-99997;-99997;15;5;-99997;-99997;-99997;1,8;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;653;-99997
1066CL;20;10;15;-99997;-99997;-99997;5;10;90;-99997;-99997;15;10;-99997;-99997;-99997;1,6;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;60;-99997;-99997;-99997;-99997
1066CM;10;-99997;5;-99997;-99997;-99997;5;-99997;90;-99997;-99997;5;-99997;-99997;-99997;-99997;2,2;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;387;-99997
1066CN;35;20;15;5;-99997;10;10;10;70;-99997;20;15;5;5;-99997;-99997;2,1;15;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;10;90;-99997;-99997;-99997;873;-99997
1066CP;35;15;25;10;-99997;10;5;5;60;-99997;30;15;-99997;-99997;-99997;-99997;2,6;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;80;-99997;-99997;-99997;957;-99997
1066CR;10;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066CS;25;10;20;-99997;5;-99997;10;5;70;20;-99997;10;-99997;-99997;-99997;-99997;2,7;10;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;80;-99997;-99997;-99997;969;-99997
1066CT;35;15;20;5;5;-99997;15;-99997;50;-99997;40;15;-99997;-99997;-99997;-99997;2,6;15;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;836;-99997
1066CV;30;20;15;-99997;5;5;10;5;60;20;20;10;-99997;-99997;-99997;5;2,7;15;10;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;70;-99997;-99997;-99997;621;-99997
1066CW;30;15;15;-99997;-99997;5;15;-99997;70;20;-99997;10;-99997;5;-99997;-99997;2,5;10;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;80;-99997;-99997;-99997;487;-99997
1066CX;50;25;25;5;5;10;20;10;60;20;20;20;-99997;5;-99997;5;2,5;15;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;90;-99997;-99997;-99997;1295;-99997
1066CZ;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066DA;30;15;20;5;-99997;5;15;5;60;-99997;30;15;5;5;-99997;-99997;1,9;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;429;-99997
1066DC;40;20;15;-99997;5;-99997;20;5;80;20;-99997;25;15;-99997;-99997;-99997;1,5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066DD;25;15;10;-99997;-99997;5;15;-99997;80;30;-99997;15;10;-99997;-99997;-99997;1,7;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066DE;110;50;60;10;15;15;45;20;90;10;10;50;20;15;-99997;15;2,1;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10
1066DG;65;35;30;10;5;20;20;10;50;20;30;35;15;10;-99997;10;1,9;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;25;90;-99997;-99997;-99997;351;5
1066DH;85;35;50;10;20;20;35;-99997;50;20;40;35;10;5;-99997;15;2,5;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;15;100;-99997;-99997;-99997;358;5
1066DJ;30;15;15;5;-99997;-99997;15;-99997;60;30;-99997;15;10;-99997;-99997;-99997;1,8;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066DM;30;20;10;5;-99997;15;5;-99997;20;30;50;20;15;-99997;-99997;-99997;1,6;20;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;239;5
1066DN;30;15;10;-99997;-99997;15;5;-99997;20;-99997;80;20;15;-99997;-99997;-99997;1,5;20;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;239;10
1066DP;35;20;15;5;-99997;20;5;-99997;20;10;60;20;15;-99997;-99997;-99997;1,7;20;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;239;5
1066DR;30;10;15;-99997;-99997;15;-99997;-99997;40;40;30;20;15;-99997;-99997;-99997;1,4;20;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;238;-99997
1066DS;25;10;10;5;-99997;15;-99997;-99997;-99997;-99997;-99997;15;10;-99997;-99997;-99997;1,8;15;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;239;5
1066DT;25;10;15;10;-99997;15;-99997;-99997;30;-99997;60;15;5;-99997;-99997;-99997;1,9;15;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;239;5
1066DV;30;15;15;-99997;-99997;15;5;-99997;20;20;60;15;10;-99997;-99997;-99997;1,7;20;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;239;5
1066DW;25;10;15;5;-99997;10;5;-99997;30;-99997;50;10;5;-99997;-99997;-99997;1,9;10;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;239;-99997
1066DX;15;5;10;-99997;-99997;5;5;-99997;30;40;-99997;10;10;-99997;-99997;-99997;1,4;10;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;239;-99997
1066DZ;75;45;30;5;5;40;15;10;30;40;20;50;35;15;-99997;5;1,5;50;-99997;-99997;-99997;-99997;50;-99997;-99997;-99997;50;-99997;100;-99997;-99997;372;-99997
1066EA;515;290;225;-99997;350;165;-99997;-99997;50;20;30;505;495;-99997;-99997;-99997;1,0;140;-99997;-99997;30;-99997;-99997;-99997;-99997;110;140;-99997;100;140;-99997;353;45
1066EC;60;20;35;-99997;-99997;-99997;5;55;60;20;20;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5
1066EE;15;5;10;-99997;-99997;-99997;5;-99997;50;-99997;50;5;-99997;-99997;-99997;-99997;2,3;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;1018;-99997
1066EG;25;10;15;-99997;-99997;-99997;10;10;80;-99997;-99997;15;5;-99997;-99997;-99997;1,6;15;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;10;40;60;10;-99997;228;-99997
1066EH;25;10;15;-99997;-99997;5;10;-99997;70;30;-99997;10;-99997;-99997;-99997;-99997;2,4;15;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;5;60;40;-99997;-99997;507;-99997
1066EJ;35;20;15;-99997;5;10;10;5;60;10;20;15;-99997;5;-99997;5;2,5;15;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;-99997;-99997
1066EK;45;20;25;5;5;10;15;10;90;-99997;-99997;20;5;5;-99997;5;2,2;20;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;-99997;80;20;5;-99997;349;5
1066EL;30;20;10;-99997;-99997;5;15;-99997;80;20;-99997;15;5;5;-99997;-99997;2,0;15;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;50;50;-99997;-99997;406;-99997
1066EM;40;20;25;5;10;5;10;10;80;-99997;-99997;20;5;-99997;-99997;5;2,2;20;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;50;50;-99997;-99997;372;-99997
1066EN;30;15;15;5;-99997;-99997;10;5;80;20;-99997;10;-99997;5;-99997;5;2,8;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;645;-99997
1066EP;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066ER;25;10;10;-99997;-99997;-99997;15;-99997;70;20;-99997;10;-99997;5;-99997;-99997;1,9;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5
1066ES;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066ET;30;20;15;-99997;-99997;15;10;-99997;60;30;-99997;20;15;-99997;-99997;-99997;1,4;25;20;-99997;-99997;-99997;-99997;5;-99997;-99997;25;80;20;-99997;-99997;232;-99997
1066EV;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066EW;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066EZ;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066GA;55;25;25;15;5;15;15;-99997;50;20;30;15;-99997;-99997;-99997;10;3,1;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;90;-99997;-99997;-99997;894;-99997
1066GB;75;40;30;25;5;20;20;-99997;60;30;10;20;-99997;-99997;-99997;20;3,7;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;100;-99997;-99997;-99997;866;-99997
1066GD;25;10;15;-99997;5;-99997;5;10;90;-99997;-99997;10;-99997;5;-99997;-99997;2,9;10;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;467;-99997
1066GE;95;40;55;10;5;35;30;20;60;20;20;55;25;20;-99997;5;1,7;55;-99997;-99997;-99997;-99997;55;-99997;-99997;-99997;55;80;20;-99997;-99997;378;10
1066GG;75;35;40;5;10;25;30;5;60;30;20;40;15;15;-99997;10;1,9;40;-99997;-99997;-99997;-99997;40;-99997;-99997;-99997;40;70;30;-99997;-99997;373;-99997
1066GH;35;25;15;-99997;-99997;-99997;10;20;70;20;-99997;20;5;10;-99997;-99997;1,9;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;20;100;-99997;-99997;-99997;529;-99997
1066GJ;125;60;65;15;-99997;30;50;25;50;40;10;70;35;30;-99997;10;1,7;70;-99997;-99997;-99997;-99997;-99997;70;-99997;-99997;70;90;10;-99997;-99997;428;5
1066GK;55;25;30;5;5;5;10;25;70;10;20;30;10;10;-99997;5;2,0;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;15;100;-99997;-99997;-99997;491;-99997
1066GL;35;15;15;-99997;-99997;10;15;5;80;20;-99997;15;-99997;10;-99997;-99997;2,4;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;428;-99997
1066GM;35;20;15;10;-99997;5;10;10;80;-99997;10;15;-99997;5;-99997;5;2,6;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;436;-99997
1066GN;30;10;20;-99997;5;5;10;5;60;20;20;15;5;5;-99997;-99997;2,1;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;426;-99997
1066GP;40;20;20;10;-99997;5;10;10;60;-99997;40;15;-99997;5;-99997;5;2,6;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;435;-99997
1066GR;30;15;15;-99997;-99997;5;10;5;60;20;20;15;-99997;5;-99997;-99997;2,2;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;427;-99997
1066GS;55;25;30;5;15;5;25;-99997;50;20;20;15;-99997;-99997;-99997;10;3,2;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;-99997;-99997
1066GT;20;10;10;-99997;-99997;-99997;10;5;60;20;-99997;15;5;5;-99997;-99997;1,6;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;442;-99997
1066GV;35;20;20;5;5;10;10;10;60;30;-99997;15;-99997;-99997;-99997;5;2,8;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;-99997;-99997
1066GW;25;15;15;-99997;-99997;-99997;15;-99997;70;20;-99997;15;-99997;-99997;-99997;5;2,1;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;428;-99997
1066GX;40;20;20;5;10;5;10;10;60;20;30;15;5;5;-99997;5;2,2;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;80;-99997;-99997;-99997;-99997;-99997
1066GZ;30;15;15;5;-99997;-99997;15;-99997;80;-99997;-99997;10;-99997;-99997;-99997;5;2,6;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;423;-99997
1066HA;60;30;30;5;10;10;25;10;60;20;20;25;-99997;5;-99997;10;2,7;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;475;-99997
1066HB;35;20;15;-99997;5;5;10;10;40;40;20;15;-99997;5;-99997;5;2,4;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;429;-99997
1066HC;120;60;60;25;15;40;30;5;40;30;30;55;25;10;5;15;2,1;45;-99997;-99997;-99997;-99997;45;-99997;-99997;-99997;45;90;-99997;-99997;-99997;344;5
1066HD;75;30;45;10;10;25;25;5;40;10;50;40;20;10;-99997;10;1,9;35;-99997;-99997;-99997;-99997;35;-99997;-99997;-99997;25;90;-99997;-99997;-99997;357;5
1066HE;35;20;15;-99997;10;10;10;-99997;40;20;40;10;-99997;-99997;-99997;5;3,2;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066HG;105;55;50;15;10;40;25;10;40;40;20;55;25;15;5;10;1,9;50;-99997;-99997;-99997;-99997;50;-99997;-99997;-99997;30;40;60;-99997;-99997;399;5
1066HH;80;40;40;15;15;30;20;-99997;40;20;40;40;25;-99997;-99997;10;2,0;30;-99997;-99997;-99997;-99997;10;20;-99997;-99997;25;30;70;-99997;-99997;460;10
1066HJ;45;15;25;10;-99997;15;10;5;70;-99997;30;20;5;-99997;5;5;2,4;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;368;-99997
1066HK;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066HL;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066HM;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066HN;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066HP;100;50;50;15;15;25;25;20;70;10;20;40;10;10;5;15;2,5;40;-99997;-99997;-99997;-99997;40;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;10
1066HR;105;50;55;15;15;35;35;5;40;10;40;40;15;10;-99997;15;2,2;40;-99997;-99997;-99997;-99997;-99997;40;-99997;-99997;15;80;20;-99997;-99997;463;10
1066HS;75;35;40;20;5;20;25;10;60;10;30;30;10;5;-99997;10;2,6;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;384;15
1066HT;90;40;50;15;15;20;35;10;50;10;30;40;10;15;-99997;15;2,3;35;-99997;-99997;-99997;-99997;35;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;355;5
1066HV;55;25;30;10;10;10;15;5;70;-99997;30;20;-99997;5;5;5;2,5;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;351;-99997
1066HW;50;30;20;5;5;20;15;-99997;40;20;40;25;10;5;-99997;-99997;1,9;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;419;-99997
1066HX;95;45;50;20;15;30;25;5;50;20;40;40;15;10;5;15;2,3;35;-99997;-99997;-99997;-99997;35;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;415;10
1066HZ;125;60;65;25;20;50;25;5;50;20;30;60;25;5;10;15;2,2;45;-99997;-99997;-99997;-99997;45;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;405;5
1066JA;45;25;20;-99997;10;5;20;-99997;60;20;20;20;5;-99997;5;-99997;2,3;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;346;-99997
1066JB;115;60;55;25;15;35;30;10;50;10;40;50;15;10;5;20;2,3;40;-99997;-99997;-99997;-99997;40;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;417;5
1066JC;90;45;45;25;10;30;20;-99997;40;20;40;35;10;5;-99997;15;2,7;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;419;-99997
1066JD;90;45;45;25;10;20;25;-99997;50;20;20;30;5;-99997;-99997;20;3,0;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066JE;85;35;50;20;15;15;20;10;70;10;30;30;5;10;5;10;2,8;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;5
1066JG;115;55;60;15;10;40;35;15;50;20;20;55;15;15;-99997;15;2,2;55;-99997;-99997;-99997;-99997;55;-99997;-99997;-99997;30;40;60;-99997;-99997;504;-99997
1066JH;110;55;55;10;20;30;30;20;40;30;30;55;25;10;10;10;2,0;45;-99997;-99997;-99997;-99997;45;-99997;-99997;-99997;15;-99997;100;-99997;-99997;355;5
1066JJ;55;20;35;5;5;15;10;15;60;-99997;30;25;5;10;5;5;2,3;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066JK;45;20;25;5;-99997;15;15;5;40;20;40;25;10;10;5;-99997;1,9;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997
1066JL;100;60;45;20;15;30;20;10;30;20;50;30;-99997;5;5;15;3,2;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;446;-99997
1066JM;40;15;20;-99997;-99997;10;15;15;70;-99997;30;-99997;-99997;-99997;-99997;-99997;-99997,0;15;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;15;-99997;-99997;-99997;-99997;-99997;25
1066JN;45;20;25;-99997;10;5;25;-99997;60;30;20;20;5;5;-99997;5;2,1;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;417;-99997
1066JP;55;25;25;10;5;20;15;5;50;10;40;25;10;-99997;-99997;5;2,0;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;338;-99997
1066JR;30;15;15;-99997;-99997;25;-99997;-99997;-99997;40;60;25;25;-99997;-99997;-99997;1,1;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066JS;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1066JT;80;35;45;10;15;20;25;10;60;20;30;35;15;5;-99997;15;2,2;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;418;-99997
1066JV;40;20;20;-99997;-99997;10;20;10;60;20;20;20;-99997;15;-99997;-99997;2,1;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;-99997;-99997
1066JW;85;45;40;10;15;20;30;10;40;20;40;30;-99997;10;-99997;15;2,8;30;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;501;-99997
1066JX;60;30;25;10;5;10;25;10;50;-99997;50;25;5;5;-99997;10;2,6;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;404;-99997
1066JZ;60;30;30;10;5;15;20;15;50;20;40;25;-99997;10;-99997;10;2,7;20;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;399;-99997
1066KA;75;40;35;10;10;15;35;10;50;30;30;30;5;10;-99997;10;2,6;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;460;5
1066KB;55;25;30;10;-99997;20;10;10;50;20;40;30;15;10;-99997;5;1,8;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;384;-99997
1066KC;80;35;45;15;15;15;30;10;50;20;20;25;-99997;5;-99997;15;3,0;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;90;-99997;-99997;-99997;409;-99997
1066KD;30;15;15;-99997;5;-99997;15;10;70;-99997;20;15;5;-99997;-99997;-99997;2,1;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;50;50;-99997;-99997;428;-99997
1066KE;65;35;35;10;10;5;30;10;50;20;30;25;5;10;-99997;10;2,6;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;100;-99997;-99997;-99997;415;-99997
1066KG;45;25;25;10;-99997;15;10;5;60;20;20;15;-99997;5;-99997;10;2,9;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;50;50;-99997;-99997;419;-99997
1066KH;35;20;15;5;-99997;15;10;5;50;10;40;15;-99997;5;-99997;-99997;2,2;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;367;-99997
1066KJ;35;25;15;10;-99997;10;10;-99997;60;30;20;15;5;-99997;-99997;5;2,3;10;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;367;-99997
1066KK;50;20;30;-99997;-99997;10;25;10;80;-99997;10;25;10;10;-99997;5;2,0;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;366;5
1066KL;85;40;45;15;5;20;20;20;60;10;30;40;15;15;-99997;5;2,0;40;-99997;-99997;-99997;-99997;40;-99997;-99997;-99997;10;-99997;100;-99997;-99997;326;-99997
1066KM;55;30;25;5;-99997;10;10;30;70;10;20;25;-99997;10;-99997;5;2,2;25;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;372;-99997
1066KN;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
