,perceelid,perceeltype,huisnr,huisnr_bag_letter,huisnr_bag_toevoeging,bag_nummeraanduidingid,bag_adresseerbaarobjectid,lat,lon,rdx,rdy,oppervlakte,gebruiksdoel,reeksid
307844,308930,verblijfsobject,26,C,,363200000235648.0,363010000775601.0,52.34913192,4.89931646,121757.0,484692.0,68,woonfunctie,14603
307845,308931,verblijfsobject,28,A,,363200000235652.0,363010000775605.0,52.34904192,4.89928809,121755.0,484682.0,47,woonfunctie,14603
307846,308932,verblijfsobject,28,B,,363200000235653.0,363010000775606.0,52.34902401,4.89930297,121756.0,484680.0,49,woonfunctie,14603
307847,308933,verblijfsobject,28,C,,363200000235654.0,363010000775607.0,52.34900609,4.89931784,121757.0,484678.0,71,woonfunctie,14603
307848,308934,verblijfsobject,30,,,363200000235656.0,363010000775609.0,52.34898812,4.89931804,121757.0,484676.0,68,woonfunctie,14603
307849,308935,verblijfsobject,32,,,363200000235658.0,363010000775611.0,52.34900634,4.89937654,121761.0,484678.0,69,woonfunctie,14603
307850,308936,verblijfsobject,34,,,363200000235660.0,363010000775613.0,52.34885355,4.89937822,121761.0,484661.0,4412,onderwijsfunctie,14603
307851,308937,verblijfsobject,1,,1,363200000125907.0,363010000663791.0,52.35059505,4.90104695,121876.0,484854.0,66,woonfunctie,14604
307852,308938,verblijfsobject,1,,2,363200000125908.0,363010000663792.0,52.35059505,4.90104695,121876.0,484854.0,71,woonfunctie,14604
307853,308939,verblijfsobject,1,,H,363200000125906.0,363010000663790.0,52.35059505,4.90104695,121876.0,484854.0,65,woonfunctie,14604
307854,308940,verblijfsobject,3,,1,363200000125911.0,363010000663795.0,52.3505322,4.90106232,121877.0,484847.0,54,woonfunctie,14604
307855,308941,verblijfsobject,3,,2,363200000125912.0,363010000663796.0,52.3505322,4.90106232,121877.0,484847.0,63,woonfunctie,14604
307856,308942,verblijfsobject,3,,4,363200000125913.0,363010000663797.0,52.3505322,4.90106232,121877.0,484847.0,42,woonfunctie,14604
307857,308943,verblijfsobject,3,,H,363200000125910.0,363010000663794.0,52.3505322,4.90106232,121877.0,484847.0,54,woonfunctie,14604
307858,308944,verblijfsobject,5,,1,363200000125916.0,363010000663800.0,52.35046941,4.90109236,121879.0,484840.0,54,woonfunctie,14604
307859,308945,verblijfsobject,5,,2,363200000125917.0,363010000663801.0,52.35046941,4.90109236,121879.0,484840.0,71,woonfunctie,14604
307860,308946,verblijfsobject,5,,4,363200000125918.0,363010000663802.0,52.35046941,4.90109236,121879.0,484840.0,42,woonfunctie,14604
307861,308947,verblijfsobject,5,,H,363200000125915.0,363010000663799.0,52.35046941,4.90109236,121879.0,484840.0,54,woonfunctie,14604
307862,308948,verblijfsobject,7,,1,363200000125921.0,363010000663805.0,52.35042453,4.90110753,121880.0,484835.0,49,woonfunctie,14604
307863,308949,verblijfsobject,7,,2,363200000125922.0,363010000663806.0,52.35042453,4.90110753,121880.0,484835.0,59,woonfunctie,14604
307864,308950,verblijfsobject,7,,4,363200000125923.0,363010000663807.0,52.35042453,4.90110753,121880.0,484835.0,41,woonfunctie,14604
307865,308951,verblijfsobject,7,,H,363200000125920.0,363010000663804.0,52.35042453,4.90110753,121880.0,484835.0,49,woonfunctie,14604
307866,308952,verblijfsobject,9,,1,363200000125926.0,363010000663810.0,52.35036168,4.90112289,121881.0,484828.0,55,woonfunctie,14604
307867,308953,verblijfsobject,9,,2,363200000125927.0,363010000663811.0,52.35036168,4.90112289,121881.0,484828.0,51,woonfunctie,14604
307868,308954,verblijfsobject,9,,4,363200000125928.0,363010000663812.0,52.35036168,4.90112289,121881.0,484828.0,43,woonfunctie,14604
307869,308955,verblijfsobject,9,,H,363200000125925.0,363010000663809.0,52.35036168,4.90112289,121881.0,484828.0,50,woonfunctie,14604
307870,308956,verblijfsobject,11,,1,363200000125931.0,363010000663815.0,52.35030788,4.90115284,121883.0,484822.0,55,woonfunctie,14605
307871,308957,verblijfsobject,11,,2,363200000125932.0,363010000663816.0,52.35030788,4.90115284,121883.0,484822.0,51,woonfunctie,14605
307872,308958,verblijfsobject,11,,4,363200000125933.0,363010000663817.0,52.35030788,4.90115284,121883.0,484822.0,43,woonfunctie,14605
307873,308959,verblijfsobject,11,,H,363200000125930.0,363010000663814.0,52.35030788,4.90115284,121883.0,484822.0,50,woonfunctie,14605
307874,308960,verblijfsobject,13,,1,363200000125936.0,363010000663820.0,52.35025402,4.9011681,121884.0,484816.0,49,woonfunctie,14605
307875,308961,verblijfsobject,13,,2,363200000125937.0,363010000663821.0,52.35025402,4.9011681,121884.0,484816.0,59,woonfunctie,14605
307876,308962,verblijfsobject,13,,4,363200000125938.0,363010000663822.0,52.35025402,4.9011681,121884.0,484816.0,48,woonfunctie,14605
307877,308963,verblijfsobject,13,,H,363200000125935.0,363010000663819.0,52.35025402,4.9011681,121884.0,484816.0,49,woonfunctie,14605
307878,308964,verblijfsobject,15,,1,363200000125941.0,363010000663825.0,52.35020914,4.90118327,121885.0,484811.0,53,woonfunctie,14605
307879,308965,verblijfsobject,15,,2,363200000125942.0,363010000663826.0,52.35020914,4.90118327,121885.0,484811.0,65,woonfunctie,14605
307880,308966,verblijfsobject,15,,4,363200000125943.0,363010000663827.0,52.35020914,4.90118327,121885.0,484811.0,50,woonfunctie,14605
307881,308967,verblijfsobject,15,,H,363200000125940.0,363010000663824.0,52.35020914,4.90118327,121885.0,484811.0,53,woonfunctie,14605
307882,308968,verblijfsobject,17,,1,363200000125946.0,363010000663830.0,52.35013736,4.90121341,121887.0,484803.0,68,woonfunctie,14605
307883,308969,verblijfsobject,17,,2,363200000125947.0,363010000663831.0,52.35013736,4.90121341,121887.0,484803.0,68,woonfunctie,14605
307884,308970,verblijfsobject,17,,4,363200000125948.0,363010000663832.0,52.35013736,4.90121341,121887.0,484803.0,61,woonfunctie,14605
307885,308971,verblijfsobject,17,,H,363200000125945.0,363010000663829.0,52.35013736,4.90121341,121887.0,484803.0,64,woonfunctie,14605
307886,308972,verblijfsobject,19,,1,363200000125951.0,363010000663835.0,52.3500566,4.90124365,121889.0,484794.0,68,woonfunctie,14605
307887,308973,verblijfsobject,19,,2,363200000125952.0,363010000663836.0,52.3500566,4.90124365,121889.0,484794.0,78,woonfunctie,14605
307888,308974,verblijfsobject,19,,4,363200000125953.0,363010000663837.0,52.3500566,4.90124365,121889.0,484794.0,61,woonfunctie,14605
307889,308975,verblijfsobject,19,,H,363200000125950.0,363010000663834.0,52.3500566,4.90124365,121889.0,484794.0,64,woonfunctie,14605
307890,308976,verblijfsobject,21,,1,363200000125956.0,363010000663840.0,52.3499938,4.90127369,121891.0,484787.0,53,woonfunctie,14605
307891,308977,verblijfsobject,21,,2,363200000125957.0,363010000663841.0,52.3499938,4.90127369,121891.0,484787.0,65,woonfunctie,14605
307892,308978,verblijfsobject,21,,4,363200000125958.0,363010000663842.0,52.3499938,4.90127369,121891.0,484787.0,50,woonfunctie,14605
307893,308979,verblijfsobject,21,,H,363200000125955.0,363010000663839.0,52.3499938,4.90127369,121891.0,484787.0,53,woonfunctie,14605
307894,308980,verblijfsobject,2,,,363200000125909.0,363010000663793.0,52.35055796,4.90076849,121857.0,484850.0,45,woonfunctie,14606
307895,308981,verblijfsobject,4,,,363200000125914.0,363010000663798.0,52.35054004,4.90078337,121858.0,484848.0,48,woonfunctie,14606
307896,308982,verblijfsobject,6,,,363200000125919.0,363010000663803.0,52.35052207,4.90078356,121858.0,484846.0,68,woonfunctie,14606
307897,308983,verblijfsobject,8,,,363200000125924.0,363010000663808.0,52.35050409,4.90078376,121858.0,484844.0,45,woonfunctie,14606
307898,308984,verblijfsobject,10,,,363200000125929.0,363010000663813.0,52.35048618,4.90079863,121859.0,484842.0,49,woonfunctie,14607
307899,308985,verblijfsobject,12,,,363200000125934.0,363010000663818.0,52.35048612,4.90078396,121858.0,484842.0,71,woonfunctie,14607
307900,308986,verblijfsobject,14,,,363200000125939.0,363010000663823.0,52.3504413,4.9008138,121860.0,484837.0,44,woonfunctie,14607
307901,308987,verblijfsobject,16,,,363200000125944.0,363010000663828.0,52.35042333,4.900814,121860.0,484835.0,48,woonfunctie,14607
307902,308988,verblijfsobject,18,,,363200000125949.0,363010000663833.0,52.35040535,4.9008142,121860.0,484833.0,68,woonfunctie,14607
307903,308989,verblijfsobject,20,,,363200000125954.0,363010000663838.0,52.35038744,4.90082907,121861.0,484831.0,43,woonfunctie,14607
307904,308990,verblijfsobject,22,,,363200000125959.0,363010000663843.0,52.35036946,4.90082927,121861.0,484829.0,49,woonfunctie,14607
307905,308991,verblijfsobject,24,,,363200000125960.0,363010000663844.0,52.35035155,4.90084414,121862.0,484827.0,71,woonfunctie,14607
307906,308992,verblijfsobject,26,,,363200000125961.0,363010000663845.0,52.35032459,4.90084444,121862.0,484824.0,44,woonfunctie,14607
307907,308993,verblijfsobject,28,,,363200000125962.0,363010000663846.0,52.35030661,4.90084463,121862.0,484822.0,48,woonfunctie,14607
307908,308994,verblijfsobject,30,,,363200000125963.0,363010000663847.0,52.3502887,4.90085951,121863.0,484820.0,68,woonfunctie,14607
307909,308995,verblijfsobject,32,,,363200000125964.0,363010000663848.0,52.35027072,4.9008597,121863.0,484818.0,43,woonfunctie,14607
307910,308996,verblijfsobject,34,,,363200000125965.0,363010000663849.0,52.35025281,4.90087458,121864.0,484816.0,49,woonfunctie,14607
307911,308997,verblijfsobject,36,,,363200000125966.0,363010000663850.0,52.35023483,4.90087477,121864.0,484814.0,71,woonfunctie,14607
307912,308998,verblijfsobject,38,,,363200000125967.0,363010000663851.0,52.35021686,4.90087497,121864.0,484812.0,57,woonfunctie,14607
307913,308999,verblijfsobject,40,,,363200000125968.0,363010000663852.0,52.35018996,4.90088994,121865.0,484809.0,53,woonfunctie,14607
307914,309000,verblijfsobject,42,,,363200000125969.0,363010000663853.0,52.35017198,4.90089014,121865.0,484807.0,81,woonfunctie,14607
307915,309001,verblijfsobject,44,,,363200000125970.0,363010000663854.0,52.35013603,4.90089053,121865.0,484803.0,45,woonfunctie,14607
307916,309002,verblijfsobject,46,,,363200000125971.0,363010000663855.0,52.35013609,4.90090521,121866.0,484803.0,43,woonfunctie,14607
307917,309003,verblijfsobject,48,,,363200000125972.0,363010000663856.0,52.35011812,4.90090541,121866.0,484801.0,71,woonfunctie,14607
307918,309004,verblijfsobject,50,,,363200000125973.0,363010000663857.0,52.35006432,4.90093535,121868.0,484795.0,41,woonfunctie,14607
307919,309005,verblijfsobject,52,,,363200000125974.0,363010000663858.0,52.35006432,4.90093535,121868.0,484795.0,45,woonfunctie,14607
307920,309006,verblijfsobject,54,,,363200000125975.0,363010000663859.0,52.35006426,4.90092067,121867.0,484795.0,67,woonfunctie,14607
307921,309007,verblijfsobject,1,,1,363200000125810.0,363010000663694.0,52.34994,4.90130363,121893.0,484781.0,49,woonfunctie,14608
307922,309008,verblijfsobject,1,,2,363200000125811.0,363010000663695.0,52.34994,4.90130363,121893.0,484781.0,59,woonfunctie,14608
307923,309009,verblijfsobject,1,,4,363200000125812.0,363010000663696.0,52.34994,4.90130363,121893.0,484781.0,48,woonfunctie,14608
307924,309010,verblijfsobject,1,,H,363200000125809.0,363010000663693.0,52.34994,4.90130363,121893.0,484781.0,49,woonfunctie,14608
307925,309011,verblijfsobject,3,,1,363200000125815.0,363010000663699.0,52.34986822,4.90133377,121895.0,484773.0,55,woonfunctie,14608
307926,309012,verblijfsobject,3,,2,363200000125816.0,363010000663700.0,52.34986822,4.90133377,121895.0,484773.0,51,woonfunctie,14608
307927,309013,verblijfsobject,3,,4,363200000125817.0,363010000663701.0,52.34986822,4.90133377,121895.0,484773.0,43,woonfunctie,14608
307928,309014,verblijfsobject,3,,H,363200000125814.0,363010000663698.0,52.34986822,4.90133377,121895.0,484773.0,50,woonfunctie,14608
307929,309015,verblijfsobject,5,,1,363200000125820.0,363010000663704.0,52.34983227,4.90133417,121895.0,484769.0,55,woonfunctie,14608
307930,309016,verblijfsobject,5,,2,363200000125821.0,363010000663705.0,52.34983227,4.90133417,121895.0,484769.0,51,woonfunctie,14608
307931,309017,verblijfsobject,5,,4,363200000125822.0,363010000663706.0,52.34983227,4.90133417,121895.0,484769.0,41,woonfunctie,14608
307932,309018,verblijfsobject,5,,H,363200000125819.0,363010000663703.0,52.34983227,4.90133417,121895.0,484769.0,50,woonfunctie,14608
307933,309019,verblijfsobject,7,,1,363200000125825.0,363010000663709.0,52.34975151,4.90136441,121897.0,484760.0,49,woonfunctie,14608
307934,309020,verblijfsobject,7,,2,363200000125826.0,363010000663710.0,52.34975151,4.90136441,121897.0,484760.0,59,woonfunctie,14608
307935,309021,verblijfsobject,7,,4,363200000125827.0,363010000663711.0,52.34975151,4.90136441,121897.0,484760.0,48,woonfunctie,14608
307936,309022,verblijfsobject,7,,H,363200000125824.0,363010000663708.0,52.34975151,4.90136441,121897.0,484760.0,49,woonfunctie,14608
307937,309023,verblijfsobject,9,,1,363200000125830.0,363010000663714.0,52.34971568,4.90139415,121899.0,484756.0,54,woonfunctie,14608
307938,309024,verblijfsobject,9,,2,363200000125831.0,363010000663715.0,52.34971568,4.90139415,121899.0,484756.0,63,woonfunctie,14608
307939,309025,verblijfsobject,9,,4,363200000125832.0,363010000663716.0,52.34971568,4.90139415,121899.0,484756.0,42,woonfunctie,14608
307940,309026,verblijfsobject,9,,H,363200000125829.0,363010000663713.0,52.34971568,4.90139415,121899.0,484756.0,54,woonfunctie,14608
307941,309027,verblijfsobject,11,,1,363200000125835.0,363010000663719.0,52.34965283,4.90140952,121900.0,484749.0,54,woonfunctie,14608
307942,309028,verblijfsobject,11,,2,363200000125836.0,363010000663720.0,52.34965283,4.90140952,121900.0,484749.0,63,woonfunctie,14608
307943,309029,verblijfsobject,11,,4,363200000125837.0,363010000663721.0,52.34965283,4.90140952,121900.0,484749.0,42,woonfunctie,14608
307944,309030,verblijfsobject,11,,H,363200000125834.0,363010000663718.0,52.34965283,4.90140952,121900.0,484749.0,54,woonfunctie,14608
307945,309031,verblijfsobject,13,,1,363200000125840.0,363010000663724.0,52.34959896,4.90142478,121901.0,484743.0,65,woonfunctie,14609
307946,309032,verblijfsobject,13,,2,363200000125841.0,363010000663725.0,52.34959896,4.90142478,121901.0,484743.0,71,woonfunctie,14609
307947,309033,verblijfsobject,13,,H,363200000125839.0,363010000663723.0,52.34959896,4.90142478,121901.0,484743.0,65,woonfunctie,14609
307948,309034,verblijfsobject,15,,1,363200000125844.0,363010000663728.0,52.34932934,4.90142773,121901.0,484713.0,55,woonfunctie,14609
307949,309035,verblijfsobject,15,,2,363200000125845.0,363010000663729.0,52.34932934,4.90142773,121901.0,484713.0,61,woonfunctie,14609
307950,309036,verblijfsobject,15,,4,363200000125846.0,363010000663730.0,52.34932934,4.90142773,121901.0,484713.0,43,woonfunctie,14609
307951,309037,verblijfsobject,15,,H,363200000125843.0,363010000663727.0,52.34932934,4.90142773,121901.0,484713.0,50,woonfunctie,14609
307952,309038,verblijfsobject,17,,1,363200000125849.0,363010000663733.0,52.34931077,4.90128117,121891.0,484711.0,46,woonfunctie,14609
307953,309039,verblijfsobject,17,,2,363200000125850.0,363010000663734.0,52.34931077,4.90128117,121891.0,484711.0,58,woonfunctie,14609
307954,309040,verblijfsobject,17,,4,363200000125851.0,363010000663735.0,52.34931077,4.90128117,121891.0,484711.0,41,woonfunctie,14609
307955,309041,verblijfsobject,17,,H,363200000125848.0,363010000663732.0,52.34931077,4.90128117,121891.0,484711.0,46,woonfunctie,14609
307956,309042,verblijfsobject,19,,1,363200000125854.0,363010000663738.0,52.34930142,4.90119321,121885.0,484710.0,58,woonfunctie,14609
307957,309043,verblijfsobject,19,,2,363200000125855.0,363010000663739.0,52.34930142,4.90119321,121885.0,484710.0,63,woonfunctie,14609
307958,309044,verblijfsobject,19,,4,363200000125856.0,363010000663740.0,52.34930142,4.90119321,121885.0,484710.0,55,woonfunctie,14609
307959,309045,verblijfsobject,19,,H,363200000125853.0,363010000663737.0,52.34930142,4.90119321,121885.0,484710.0,58,woonfunctie,14609
307960,309046,verblijfsobject,21,,1,363200000125859.0,363010000663743.0,52.34928302,4.90109068,121878.0,484708.0,58,woonfunctie,14609
307961,309047,verblijfsobject,21,,2,363200000125860.0,363010000663744.0,52.34928302,4.90109068,121878.0,484708.0,72,woonfunctie,14609
307962,309048,verblijfsobject,21,,H,363200000125858.0,363010000663742.0,52.34928302,4.90109068,121878.0,484708.0,58,woonfunctie,14609
307963,309049,verblijfsobject,2,,,363200000125813.0,363010000663697.0,52.34995641,4.90092186,121867.0,484783.0,90,woonfunctie,14610
307964,309050,verblijfsobject,4,,,363200000125818.0,363010000663702.0,52.34993801,4.90081932,121860.0,484781.0,90,woonfunctie,14610
307965,309051,verblijfsobject,6,,,363200000125823.0,363010000663707.0,52.34995605,4.9008338,121861.0,484783.0,87,woonfunctie,14610
307966,309052,verblijfsobject,8,,,363200000125828.0,363010000663712.0,52.34996509,4.90084838,121862.0,484784.0,48,woonfunctie,14610
307967,309053,verblijfsobject,10,,,363200000125833.0,363010000663717.0,52.3499923,4.90090679,121866.0,484787.0,48,woonfunctie,14610
307968,309054,verblijfsobject,12,,,363200000125838.0,363010000663722.0,52.34998325,4.90089221,121865.0,484786.0,77,woonfunctie,14610
307969,309055,verblijfsobject,14,,,363200000125842.0,363010000663726.0,52.34993717,4.90061385,121846.0,484781.0,51,woonfunctie,14611
307970,309056,verblijfsobject,16,,,363200000125847.0,363010000663731.0,52.34992824,4.90062863,121847.0,484780.0,54,woonfunctie,14611
307971,309057,verblijfsobject,18,,,363200000125852.0,363010000663736.0,52.34993729,4.9006432,121848.0,484781.0,80,woonfunctie,14611
307972,309058,verblijfsobject,20,,,363200000125857.0,363010000663741.0,52.34993741,4.90067256,121850.0,484781.0,53,woonfunctie,14611
307973,309059,verblijfsobject,22,,,363200000125861.0,363010000663745.0,52.34992806,4.9005846,121844.0,484780.0,57,woonfunctie,14611
307974,309060,verblijfsobject,24,,,363200000125862.0,363010000663746.0,52.34994627,4.90064311,121848.0,484782.0,81,woonfunctie,14611
307975,309061,verblijfsobject,26,,,363200000125863.0,363010000663747.0,52.34990037,4.90040878,121832.0,484777.0,51,woonfunctie,14611
307976,309062,verblijfsobject,28,,,363200000125864.0,363010000663748.0,52.34992758,4.90046719,121836.0,484780.0,54,woonfunctie,14611
307977,309063,verblijfsobject,30,,,363200000125865.0,363010000663749.0,52.34990073,4.90049684,121838.0,484777.0,80,woonfunctie,14611
307978,309064,verblijfsobject,32,,,363200000125866.0,363010000663750.0,52.34991865,4.90048196,121837.0,484779.0,53,woonfunctie,14611
307979,309065,verblijfsobject,34,,,363200000125867.0,363010000663751.0,52.34990025,4.90037943,121830.0,484777.0,57,woonfunctie,14611
